date,commodity_id,commodity_name,price,day_of_year
2025-04-08,cabai_merah_keriting,Cabai Merah Keriting,52308,98
2025-04-09,cabai_merah_keriting,Cabai Merah Keriting,52094,99
2025-04-10,cabai_merah_keriting,Cabai Merah Keriting,52304,100
2025-04-11,cabai_merah_keriting,Cabai Merah Keriting,52331,101
2025-04-12,cabai_merah_keriting,Cabai Merah Keriting,52076,102
2025-04-13,cabai_merah_keriting,Cabai Merah Keriting,51942,103
2025-04-14,cabai_merah_keriting,Cabai Merah Keriting,52304,104
2025-04-15,cabai_merah_keriting,Cabai Merah Keriting,52380,105
2025-04-16,cabai_merah_keriting,Cabai Merah Keriting,52581,106
2025-04-17,cabai_merah_keriting,Cabai Merah Keriting,52645,107
2025-04-18,cabai_merah_keriting,Cabai Merah Keriting,52586,108
2025-04-19,cabai_merah_keriting,Cabai Merah Keriting,52577,109
2025-04-20,cabai_merah_keriting,Cabai Merah Keriting,52433,110
2025-04-21,cabai_merah_keriting,Cabai Merah Keriting,52208,111
2025-04-22,cabai_merah_keriting,Cabai Merah Keriting,51960,112
2025-04-23,cabai_merah_keriting,Cabai Merah Keriting,51442,113
2025-04-24,cabai_merah_keriting,Cabai Merah Keriting,51053,114
2025-04-25,cabai_merah_keriting,Cabai Merah Keriting,51023,115
2025-04-26,cabai_merah_keriting,Cabai Merah Keriting,50984,116
2025-04-27,cabai_merah_keriting,Cabai Merah Keriting,51369,117
2025-04-28,cabai_merah_keriting,Cabai Merah Keriting,51093,118
2025-04-29,cabai_merah_keriting,Cabai Merah Keriting,51070,119
2025-04-30,cabai_merah_keriting,Cabai Merah Keriting,50885,120
2025-05-01,cabai_merah_keriting,Cabai Merah Keriting,50821,121
2025-05-02,cabai_merah_keriting,Cabai Merah Keriting,51023,122
2025-05-03,cabai_merah_keriting,Cabai Merah Keriting,51080,123
2025-05-04,cabai_merah_keriting,Cabai Merah Keriting,50911,124
2025-05-05,cabai_merah_keriting,Cabai Merah Keriting,50622,125
2025-05-06,cabai_merah_keriting,Cabai Merah Keriting,49815,126
2025-05-07,cabai_merah_keriting,Cabai Merah Keriting,49336,127
2025-05-08,cabai_merah_keriting,Cabai Merah Keriting,49155,128
2025-05-09,cabai_merah_keriting,Cabai Merah Keriting,49224,129
2025-05-10,cabai_merah_keriting,Cabai Merah Keriting,49054,130
2025-05-11,cabai_merah_keriting,Cabai Merah Keriting,49068,131
2025-05-12,cabai_merah_keriting,Cabai Merah Keriting,48969,132
2025-05-13,cabai_merah_keriting,Cabai Merah Keriting,48512,133
2025-05-14,cabai_merah_keriting,Cabai Merah Keriting,48826,134
2025-05-15,cabai_merah_keriting,Cabai Merah Keriting,48921,135
2025-05-16,cabai_merah_keriting,Cabai Merah Keriting,48566,136
2025-05-17,cabai_merah_keriting,Cabai Merah Keriting,48589,137
2025-05-18,cabai_merah_keriting,Cabai Merah Keriting,48911,138
2025-05-19,cabai_merah_keriting,Cabai Merah Keriting,48507,139
2025-05-20,cabai_merah_keriting,Cabai Merah Keriting,48392,140
2025-05-21,cabai_merah_keriting,Cabai Merah Keriting,48371,141
2025-05-22,cabai_merah_keriting,Cabai Merah Keriting,48273,142
2025-05-23,cabai_merah_keriting,Cabai Merah Keriting,48045,143
2025-05-24,cabai_merah_keriting,Cabai Merah Keriting,48395,144
2025-05-25,cabai_merah_keriting,Cabai Merah Keriting,48135,145
2025-05-26,cabai_merah_keriting,Cabai Merah Keriting,48328,146
2025-05-27,cabai_merah_keriting,Cabai Merah Keriting,48118,147
2025-05-28,cabai_merah_keriting,Cabai Merah Keriting,48083,148
2025-05-29,cabai_merah_keriting,Cabai Merah Keriting,47926,149
2025-05-30,cabai_merah_keriting,Cabai Merah Keriting,47555,150
2025-05-31,cabai_merah_keriting,Cabai Merah Keriting,47833,151
2025-06-01,cabai_merah_keriting,Cabai Merah Keriting,47678,152
2025-06-02,cabai_merah_keriting,Cabai Merah Keriting,47569,153
2025-06-03,cabai_merah_keriting,Cabai Merah Keriting,47069,154
2025-06-04,cabai_merah_keriting,Cabai Merah Keriting,47284,155
2025-06-05,cabai_merah_keriting,Cabai Merah Keriting,46790,156
2025-06-06,cabai_merah_keriting,Cabai Merah Keriting,46399,157
2025-06-07,cabai_merah_keriting,Cabai Merah Keriting,46623,158
2025-06-08,cabai_merah_keriting,Cabai Merah Keriting,46742,159
2025-06-09,cabai_merah_keriting,Cabai Merah Keriting,46975,160
2025-06-10,cabai_merah_keriting,Cabai Merah Keriting,47071,161
2025-06-11,cabai_merah_keriting,Cabai Merah Keriting,47186,162
2025-06-12,cabai_merah_keriting,Cabai Merah Keriting,47387,163
2025-06-13,cabai_merah_keriting,Cabai Merah Keriting,47339,164
2025-06-14,cabai_merah_keriting,Cabai Merah Keriting,47072,165
2025-06-15,cabai_merah_keriting,Cabai Merah Keriting,47089,166
2025-06-16,cabai_merah_keriting,Cabai Merah Keriting,46928,167
2025-06-17,cabai_merah_keriting,Cabai Merah Keriting,46972,168
2025-06-18,cabai_merah_keriting,Cabai Merah Keriting,47011,169
2025-06-19,cabai_merah_keriting,Cabai Merah Keriting,46869,170
2025-06-20,cabai_merah_keriting,Cabai Merah Keriting,46975,171
2025-06-21,cabai_merah_keriting,Cabai Merah Keriting,46741,172
2025-06-22,cabai_merah_keriting,Cabai Merah Keriting,46626,173
2025-06-23,cabai_merah_keriting,Cabai Merah Keriting,46835,174
2025-06-24,cabai_merah_keriting,Cabai Merah Keriting,46443,175
2025-06-25,cabai_merah_keriting,Cabai Merah Keriting,46532,176
2025-06-26,cabai_merah_keriting,Cabai Merah Keriting,46555,177
2025-06-27,cabai_merah_keriting,Cabai Merah Keriting,46415,178
2025-06-28,cabai_merah_keriting,Cabai Merah Keriting,45811,179
2025-06-29,cabai_merah_keriting,Cabai Merah Keriting,45706,180
2025-06-30,cabai_merah_keriting,Cabai Merah Keriting,45779,181
2025-07-01,cabai_merah_keriting,Cabai Merah Keriting,45262,182
2025-07-02,cabai_merah_keriting,Cabai Merah Keriting,45654,183
2025-07-03,cabai_merah_keriting,Cabai Merah Keriting,45527,184
2025-07-04,cabai_merah_keriting,Cabai Merah Keriting,45666,185
2025-07-05,cabai_merah_keriting,Cabai Merah Keriting,45087,186
2025-07-06,cabai_merah_keriting,Cabai Merah Keriting,44709,187
2025-07-07,cabai_merah_keriting,Cabai Merah Keriting,44665,188
2025-07-08,cabai_merah_keriting,Cabai Merah Keriting,44331,189
2025-07-09,cabai_merah_keriting,Cabai Merah Keriting,44417,190
2025-07-10,cabai_merah_keriting,Cabai Merah Keriting,44228,191
2025-07-11,cabai_merah_keriting,Cabai Merah Keriting,44020,192
2025-07-12,cabai_merah_keriting,Cabai Merah Keriting,43667,193
2025-07-13,cabai_merah_keriting,Cabai Merah Keriting,43819,194
2025-07-14,cabai_merah_keriting,Cabai Merah Keriting,44424,195
2025-07-15,cabai_merah_keriting,Cabai Merah Keriting,44277,196
2025-07-16,cabai_merah_keriting,Cabai Merah Keriting,44249,197
2025-07-17,cabai_merah_keriting,Cabai Merah Keriting,44278,198
2025-07-18,cabai_merah_keriting,Cabai Merah Keriting,44159,199
2025-07-19,cabai_merah_keriting,Cabai Merah Keriting,43688,200
2025-07-20,cabai_merah_keriting,Cabai Merah Keriting,43282,201
2025-07-21,cabai_merah_keriting,Cabai Merah Keriting,43344,202
2025-07-22,cabai_merah_keriting,Cabai Merah Keriting,42968,203
2025-07-23,cabai_merah_keriting,Cabai Merah Keriting,42993,204
2025-07-24,cabai_merah_keriting,Cabai Merah Keriting,42573,205
2025-07-25,cabai_merah_keriting,Cabai Merah Keriting,42619,206
2025-07-26,cabai_merah_keriting,Cabai Merah Keriting,42744,207
2025-07-27,cabai_merah_keriting,Cabai Merah Keriting,42764,208
2025-07-28,cabai_merah_keriting,Cabai Merah Keriting,42598,209
2025-07-29,cabai_merah_keriting,Cabai Merah Keriting,42361,210
2025-07-30,cabai_merah_keriting,Cabai Merah Keriting,41908,211
2025-07-31,cabai_merah_keriting,Cabai Merah Keriting,41805,212
2025-08-01,cabai_merah_keriting,Cabai Merah Keriting,41356,213
2025-08-02,cabai_merah_keriting,Cabai Merah Keriting,41246,214
2025-08-03,cabai_merah_keriting,Cabai Merah Keriting,41238,215
2025-08-04,cabai_merah_keriting,Cabai Merah Keriting,40766,216
2025-08-05,cabai_merah_keriting,Cabai Merah Keriting,40670,217
2025-08-06,cabai_merah_keriting,Cabai Merah Keriting,40363,218
2025-08-07,cabai_merah_keriting,Cabai Merah Keriting,40196,219
2025-08-08,cabai_merah_keriting,Cabai Merah Keriting,39790,220
2025-08-09,cabai_merah_keriting,Cabai Merah Keriting,39447,221
2025-08-10,cabai_merah_keriting,Cabai Merah Keriting,39547,222
2025-08-11,cabai_merah_keriting,Cabai Merah Keriting,39499,223
2025-08-12,cabai_merah_keriting,Cabai Merah Keriting,39372,224
2025-08-13,cabai_merah_keriting,Cabai Merah Keriting,39213,225
2025-08-14,cabai_merah_keriting,Cabai Merah Keriting,39134,226
2025-08-15,cabai_merah_keriting,Cabai Merah Keriting,39234,227
2025-08-16,cabai_merah_keriting,Cabai Merah Keriting,39144,228
2025-08-17,cabai_merah_keriting,Cabai Merah Keriting,39242,229
2025-08-18,cabai_merah_keriting,Cabai Merah Keriting,39281,230
2025-08-19,cabai_merah_keriting,Cabai Merah Keriting,39454,231
2025-08-20,cabai_merah_keriting,Cabai Merah Keriting,39603,232
2025-08-21,cabai_merah_keriting,Cabai Merah Keriting,39659,233
2025-08-22,cabai_merah_keriting,Cabai Merah Keriting,39825,234
2025-08-23,cabai_merah_keriting,Cabai Merah Keriting,39835,235
2025-08-24,cabai_merah_keriting,Cabai Merah Keriting,39492,236
2025-08-25,cabai_merah_keriting,Cabai Merah Keriting,39282,237
2025-08-26,cabai_merah_keriting,Cabai Merah Keriting,39204,238
2025-08-27,cabai_merah_keriting,Cabai Merah Keriting,38995,239
2025-08-28,cabai_merah_keriting,Cabai Merah Keriting,39230,240
2025-08-29,cabai_merah_keriting,Cabai Merah Keriting,38887,241
2025-08-30,cabai_merah_keriting,Cabai Merah Keriting,39054,242
2025-08-31,cabai_merah_keriting,Cabai Merah Keriting,39056,243
2025-09-01,cabai_merah_keriting,Cabai Merah Keriting,39084,244
2025-09-02,cabai_merah_keriting,Cabai Merah Keriting,39081,245
2025-09-03,cabai_merah_keriting,Cabai Merah Keriting,38911,246
2025-09-04,cabai_merah_keriting,Cabai Merah Keriting,38856,247
2025-09-05,cabai_merah_keriting,Cabai Merah Keriting,38823,248
2025-09-06,cabai_merah_keriting,Cabai Merah Keriting,39054,249
2025-09-07,cabai_merah_keriting,Cabai Merah Keriting,39088,250
2025-09-08,cabai_merah_keriting,Cabai Merah Keriting,39118,251
2025-09-09,cabai_merah_keriting,Cabai Merah Keriting,39140,252
2025-09-10,cabai_merah_keriting,Cabai Merah Keriting,39167,253
2025-09-11,cabai_merah_keriting,Cabai Merah Keriting,39280,254
2025-09-12,cabai_merah_keriting,Cabai Merah Keriting,39415,255
2025-09-13,cabai_merah_keriting,Cabai Merah Keriting,39635,256
2025-09-14,cabai_merah_keriting,Cabai Merah Keriting,39552,257
2025-09-15,cabai_merah_keriting,Cabai Merah Keriting,39717,258
2025-09-16,cabai_merah_keriting,Cabai Merah Keriting,39390,259
2025-09-17,cabai_merah_keriting,Cabai Merah Keriting,39150,260
2025-09-18,cabai_merah_keriting,Cabai Merah Keriting,38858,261
2025-09-19,cabai_merah_keriting,Cabai Merah Keriting,38914,262
2025-09-20,cabai_merah_keriting,Cabai Merah Keriting,38966,263
2025-09-21,cabai_merah_keriting,Cabai Merah Keriting,38752,264
2025-09-22,cabai_merah_keriting,Cabai Merah Keriting,38807,265
2025-09-23,cabai_merah_keriting,Cabai Merah Keriting,38759,266
2025-09-24,cabai_merah_keriting,Cabai Merah Keriting,38552,267
2025-09-25,cabai_merah_keriting,Cabai Merah Keriting,38726,268
2025-09-26,cabai_merah_keriting,Cabai Merah Keriting,38797,269
2025-09-27,cabai_merah_keriting,Cabai Merah Keriting,38750,270
2025-09-28,cabai_merah_keriting,Cabai Merah Keriting,38848,271
2025-09-29,cabai_merah_keriting,Cabai Merah Keriting,38681,272
2025-09-30,cabai_merah_keriting,Cabai Merah Keriting,38466,273
2025-10-01,cabai_merah_keriting,Cabai Merah Keriting,38022,274
2025-10-02,cabai_merah_keriting,Cabai Merah Keriting,38085,275
2025-10-03,cabai_merah_keriting,Cabai Merah Keriting,38294,276
2025-10-04,cabai_merah_keriting,Cabai Merah Keriting,38548,277
2025-10-05,cabai_merah_keriting,Cabai Merah Keriting,38867,278
2025-10-06,cabai_merah_keriting,Cabai Merah Keriting,39056,279
2025-10-07,cabai_merah_keriting,Cabai Merah Keriting,38940,280
2025-10-08,cabai_merah_keriting,Cabai Merah Keriting,38872,281
2025-10-09,cabai_merah_keriting,Cabai Merah Keriting,38949,282
2025-10-10,cabai_merah_keriting,Cabai Merah Keriting,39088,283
2025-10-11,cabai_merah_keriting,Cabai Merah Keriting,39177,284
2025-10-12,cabai_merah_keriting,Cabai Merah Keriting,39069,285
2025-10-13,cabai_merah_keriting,Cabai Merah Keriting,39101,286
2025-10-14,cabai_merah_keriting,Cabai Merah Keriting,39194,287
2025-10-15,cabai_merah_keriting,Cabai Merah Keriting,38989,288
2025-10-16,cabai_merah_keriting,Cabai Merah Keriting,38934,289
2025-10-17,cabai_merah_keriting,Cabai Merah Keriting,39279,290
2025-10-18,cabai_merah_keriting,Cabai Merah Keriting,39120,291
2025-10-19,cabai_merah_keriting,Cabai Merah Keriting,38885,292
2025-10-20,cabai_merah_keriting,Cabai Merah Keriting,39367,293
2025-10-21,cabai_merah_keriting,Cabai Merah Keriting,39568,294
2025-10-22,cabai_merah_keriting,Cabai Merah Keriting,39480,295
2025-10-23,cabai_merah_keriting,Cabai Merah Keriting,39538,296
2025-10-24,cabai_merah_keriting,Cabai Merah Keriting,39247,297
2025-10-25,cabai_merah_keriting,Cabai Merah Keriting,39337,298
2025-10-26,cabai_merah_keriting,Cabai Merah Keriting,39496,299
2025-10-27,cabai_merah_keriting,Cabai Merah Keriting,39527,300
2025-10-28,cabai_merah_keriting,Cabai Merah Keriting,39379,301
2025-10-29,cabai_merah_keriting,Cabai Merah Keriting,39798,302
2025-10-30,cabai_merah_keriting,Cabai Merah Keriting,39785,303
2025-10-31,cabai_merah_keriting,Cabai Merah Keriting,39968,304
2025-11-01,cabai_merah_keriting,Cabai Merah Keriting,39999,305
2025-11-02,cabai_merah_keriting,Cabai Merah Keriting,40040,306
2025-11-03,cabai_merah_keriting,Cabai Merah Keriting,40417,307
2025-11-04,cabai_merah_keriting,Cabai Merah Keriting,40289,308
2025-11-05,cabai_merah_keriting,Cabai Merah Keriting,39872,309
2025-11-06,cabai_merah_keriting,Cabai Merah Keriting,39832,310
2025-11-07,cabai_merah_keriting,Cabai Merah Keriting,40272,311
2025-11-08,cabai_merah_keriting,Cabai Merah Keriting,40345,312
2025-11-09,cabai_merah_keriting,Cabai Merah Keriting,40283,313
2025-11-10,cabai_merah_keriting,Cabai Merah Keriting,40508,314
2025-11-11,cabai_merah_keriting,Cabai Merah Keriting,40452,315
2025-11-12,cabai_merah_keriting,Cabai Merah Keriting,40490,316
2025-11-13,cabai_merah_keriting,Cabai Merah Keriting,40657,317
2025-11-14,cabai_merah_keriting,Cabai Merah Keriting,40573,318
2025-11-15,cabai_merah_keriting,Cabai Merah Keriting,41158,319
2025-11-16,cabai_merah_keriting,Cabai Merah Keriting,41172,320
2025-11-17,cabai_merah_keriting,Cabai Merah Keriting,41389,321
2025-11-18,cabai_merah_keriting,Cabai Merah Keriting,41868,322
2025-11-19,cabai_merah_keriting,Cabai Merah Keriting,41854,323
2025-11-20,cabai_merah_keriting,Cabai Merah Keriting,41821,324
2025-11-21,cabai_merah_keriting,Cabai Merah Keriting,41749,325
2025-11-22,cabai_merah_keriting,Cabai Merah Keriting,41705,326
2025-11-23,cabai_merah_keriting,Cabai Merah Keriting,41921,327
2025-11-24,cabai_merah_keriting,Cabai Merah Keriting,41625,328
2025-11-25,cabai_merah_keriting,Cabai Merah Keriting,41827,329
2024-11-26,cabai_rawit_merah,Cabai Rawit Merah,59283,331
2024-11-27,cabai_rawit_merah,Cabai Rawit Merah,59414,332
2024-11-28,cabai_rawit_merah,Cabai Rawit Merah,59415,333
2024-11-29,cabai_rawit_merah,Cabai Rawit Merah,59164,334
2024-11-30,cabai_rawit_merah,Cabai Rawit Merah,60445,335
2024-12-01,cabai_rawit_merah,Cabai Rawit Merah,60162,336
2024-12-02,cabai_rawit_merah,Cabai Rawit Merah,60784,337
2024-12-03,cabai_rawit_merah,Cabai Rawit Merah,60471,338
2024-12-04,cabai_rawit_merah,Cabai Rawit Merah,60667,339
2024-12-05,cabai_rawit_merah,Cabai Rawit Merah,61414,340
2024-12-06,cabai_rawit_merah,Cabai Rawit Merah,61710,341
2024-12-07,cabai_rawit_merah,Cabai Rawit Merah,61967,342
2024-12-08,cabai_rawit_merah,Cabai Rawit Merah,61932,343
2024-12-09,cabai_rawit_merah,Cabai Rawit Merah,62278,344
2024-12-10,cabai_rawit_merah,Cabai Rawit Merah,62439,345
2024-12-11,cabai_rawit_merah,Cabai Rawit Merah,62162,346
2024-12-12,cabai_rawit_merah,Cabai Rawit Merah,62216,347
2024-12-13,cabai_rawit_merah,Cabai Rawit Merah,62900,348
2024-12-14,cabai_rawit_merah,Cabai Rawit Merah,62900,349
2024-12-15,cabai_rawit_merah,Cabai Rawit Merah,63259,350
2024-12-16,cabai_rawit_merah,Cabai Rawit Merah,63278,351
2024-12-17,cabai_rawit_merah,Cabai Rawit Merah,62990,352
2024-12-18,cabai_rawit_merah,Cabai Rawit Merah,63583,353
2024-12-19,cabai_rawit_merah,Cabai Rawit Merah,63250,354
2024-12-20,cabai_rawit_merah,Cabai Rawit Merah,63705,355
2024-12-21,cabai_rawit_merah,Cabai Rawit Merah,63397,356
2024-12-22,cabai_rawit_merah,Cabai Rawit Merah,63858,357
2024-12-23,cabai_rawit_merah,Cabai Rawit Merah,64921,358
2024-12-24,cabai_rawit_merah,Cabai Rawit Merah,64753,359
2024-12-25,cabai_rawit_merah,Cabai Rawit Merah,64876,360
2024-12-26,cabai_rawit_merah,Cabai Rawit Merah,65123,361
2024-12-27,cabai_rawit_merah,Cabai Rawit Merah,65362,362
2024-12-28,cabai_rawit_merah,Cabai Rawit Merah,65222,363
